Public Food Key,Food Profile ID,Derivation,Name,Description,Scientific Name,Sampling details,Classification ID,"Energy, with dietary fibre (in kJ)","Energy, without dietary fibre (in kJ)",Moisture (water) (in g),Protein (in g),Nitrogen (in g),Total Fat (in g),Ash (in g),Total dietary fibre (in g),Alcohol (in g),Fructose (in g),Glucose (in g),Sucrose (in g),Maltose (in g),Lactose (in g),Galactose (in g),Maltotriose (in g),Total sugars (in g),Added sugars (in g),Free sugars (in g),Starch (in g),Dextrin (in g),Glycerol (in g),Glycogen (in g),Inulin (in g),Mannitol (in g),Maltodextrin (in g),Oligosaccharides (in g),Raffinose (in g),Stachyose (in g),Sorbitol (in g),Resistant starch (in g),"Available carbohydrate, without sugar alcohols (in g)","Available carbohydrate, with sugar alcohols (in g)",Acetic acid (in g),Citric acid (in g),Fumaric acid (in g),Lactic acid (in g),Malic acid (in g),Oxalic acid (in g),Propionic acid (in g),Quinic acid (in g),Succinic acid (in g),Tartaric acid (in g),Aluminium (Al) (in ug),Antimony (Sb) (in ug),Arsenic (As) (in ug),Cadmium (Cd) (in ug),Calcium (Ca) (in mg),Chromium (Cr) (in ug),Chloride (Cl) (in mg),Cobalt (Co) (in ug),Copper (Cu) (in mg),Fluoride (F) (in ug),Iodine (I) (in ug),Iron (Fe) (in mg),Lead (Pb) (in ug),Magnesium (Mg) (in mg),Manganese (Mn) (in mg),Mercury (Hg) (in ug),Molybdenum (Mo) (in ug),Nickel (Ni) (in ug),Phosphorus (P) (in mg),Potassium (K) (in mg),Selenium (Se) (in ug),Sodium (Na) (in mg),Sulphur (S) (in mg),Tin (Sn) (in ug),Zinc (Zn) (in mg),Retinol (preformed vitamin A) (in ug),Alpha-carotene (in ug),Beta-carotene (in ug),Cryptoxanthin (in ug),Beta-carotene equivalents (provitamin A) (in ug),Vitamin A retinol equivalents (in ug),Lutein (in ug),Lycopene (in ug),Xanthophyl (in ug),Thiamin (B1) (in mg),Riboflavin (B2) (in mg),Niacin (B3) (in mg),Niacin derived from tryptophan (in mg),Niacin derived equivalents (in mg),Pantothenic acid (B5) (in mg),Pyridoxine (B6) (in mg),Biotin (B7) (in ug),Cobalamin (B12) (in ug),"Folate, natural (in ug)",Folic acid (in ug),Total folates (in ug),Dietary folate equivalents (in ug),Vitamin C (in mg),Cholecalciferol (D3) (in ug),Ergocalciferol (D2) (in ug),25-hydroxy cholecalciferol (25-OH D3 (in ug),25-hydroxy ergocalciferol (25-OH D2) (in ug),Vitamin D3 equivalents (in ug),Alpha tocopherol (in mg),Alpha tocotrienol (in mg),Beta tocopherol (in mg),Beta tocotrienol (in mg),Delta tocopherol (in mg),Delta tocotrienol (in mg),Gamma tocopherol (in mg),Gamma tocotrienol (in mg),Vitamin E (in mg),C4 (in %),C4 (in g),C6 (in %),C6 (in g),C8 (in %),C8 (in g),C10 (in %),C10 (in g),C11 (in %),C11 (in g),C12 (in %),C12 (in g),C13 (in %),C13 (in g),C14 (in %),C14 (in g),C15 (in %),C15 (in g),C16 (in %),C16 (in g),C17 (in %),C17 (in g),C18 (in %),C18 (in g),C19 (in %),C19 (in g),C20 (in %),C20 (in g),C21 (in %),C21 (in g),C22 (in %),C22 (in g),C23 (in %),C23 (in g),C24 (in %),C24 (in g),Total saturated fatty acids (in %),Total saturated fatty acids (in g),C12:1 (in %),C12:1 (in g),C14:1 (in %),C14:1 (in g),C15:1 (in %),C15:1 (in g),C16:1 (in %),C16:1 (in g),C17:1 (in %),C17:1 (in g),C18:1 (in %),C18:1 (in g),C20:1 (in %),C20:1 (in g),C22:1 (in %),C22:1 (in g),C24:1 (in %),C24:1 (in g),Total monounsaturated fatty acids (in %),Total monounsaturated fatty acids (in g),C16:2w4 (in %),C16:2w4 (in mg),C16:3 (in %),C16:3 (in g),C18:2w6 (in %),C18:2w6 (in g),C18:3w3 (in %),C18:3w3 (in g),C18:3w4 (in %),C18:3w4 (in g),C18:3w6 (in %),C18:3w6 (in mg),C18:4w1 (in %),C18:4w1 (in g),C18:4w3 (in %),C18:4w3 (in mg),C20:2w6 (in %),C20:2w6 (in mg),C20:3w3 (in %),C20:3w3 (in mg),C20:3w6 (in %),C20:3w6 (in mg),C20:4w3 (in %),C20:4w3 (in mg),C20:4w6 (in %),C20:4w6 (in mg),C20:5w3 (in %),C20:5w3 (in mg),C22:2w6 (in %),C22:2w6 (in mg),C22:4w6 (in %),C22:4w6 (in mg),C22:5w3 (in %),C22:5w3 (in mg),C22:5w6 (in %),C22:5w6 (in g),C22:6w3 (in %),C22:6w3 (in mg),Other polyunsaturated fatty acids (in %),Other polyunsaturated fatty acids (in g),Total polyunsaturated fatty acids (in %),Total polyunsaturated fatty acids (in g),Total long chain omega 3 fatty acids (in %),Total long chain omega 3 fatty acids (in mg),Total undifferentiated fatty acids (in %),Total undifferentiated fatty acids (in mg),Total trans fatty acids (in %),Total trans fatty acids (in mg),Caffeine (in mg),Cholesterol (in mg),Tryptophan (in mg/g N),Tryptophan (in mg),Alanine (in mg/g N),Alanine (in mg),Arginine (in mg/g N),Arginine (in mg),Aspartic acid (in mg/g N),Aspartic acid (in mg),Cystine plus cysteine (in mg/g N),Cystine plus cysteine (in mg),Glutamic acid (in mg/g N),Glutamic acid (in mg),Glycine (in mg/g N),Glycine (in mg),Histidine (in mg/g N),Histidine (in mg),Isoleucine (in mg/g N),Isoleucine (in mg),Leucine (in mg/g N),Leucine (in mg),Lysine (in mg/g N),Lysine (in mg),Methionine (in mg/g N),Methionine (in mg),Phenylalanine (in mg/g N),Phenylalanine (in mg),Proline (in mg/g N),Proline (in mg),Serine (in mg/g N),Serine (in mg),Threonine (in mg/g N),Threonine (in mg),Tyrosine (in mg/g N),Tyrosine (in mg),Valine (in mg/g N),Valine (in mg),Product ID,Category ID,Health Star Rating
F003641,8474,Analysed,"Duck, skin & fat, baked, no added fat",Skin and fat from all portions of the duck. Baked with no added fat.,Anas anatidae,"The majority of nutrient data were derived from 12 samples of duck skin and fat (6 x Tegal and 6 x Luv-a-duck) purchased in SA in 1991. Folate, iodine and trans fat were imputed from chicken drumstick. Ca was calculated from Duck, skin & fat, raw using dry matter adjustment. Vitamin D was imputed from chicken. Alcohol, folic acid and caffeine were imputed zero.",18302,2016,2016,35.9,13.4,2.15,48.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,3,,90.0,,0.14,900.0,2.1,1.3,,15,0.0,,,,220,130,20.0,60,130.0,,1.3,89,0.0,0,0.0,0,89,,,,0.08,0.13,2.7,2.89,5.59,0.74,0.02,2.6,1.3,20,0,20,20,0,2.6,0,0.6,0,5.9,0.4,,,,,,,,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.8,0.36,0.0,0.0,23.1,10.54,0.3,0.14,8.1,3.7,,,0.1,0.05,,,0.0,0.0,,,0.0,0.0,32.4,14.79,,,0.0,0.0,,,3.3,1.51,,,51.3,23.42,0.4,0.18,0.0,0.0,0.0,0.0,55.0,25.1,,,,,11.7,5.34,0.7,0.32,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.3,136.93,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,12.7,5.8,0.0,0.0,,,0.6,273.86,0,100,79.0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,2.5
F003634,8475,Recipe,"Duck, lean flesh, skin & fat, raw","Uncooked flesh, skin and fat from all portions of the duck.",Anas anatidae,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18302,1585,1585,47.9,13.0,2.07,36.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,5,,78.0,,0.127,792.31,0.2,1.01,,10,0.0,,,,95,153,15.1,58,105.0,,1.09,60,0.0,0,0.0,0,60,,,,0.156,0.11199999999999999,2.51,2.7880000000000003,5.289999999999999,0.79,0.05,2.0,0.5,0,0,0,0,0,0.6,0,1.0,0,5.57,0.3,,,,,,,,0.26,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.28,,0.0,,8.04,,0.1,,2.84,,,,0.03,,,,0.0,,,,0.0,,11.31,,,,0.0,,,,1.15,,,,17.84,,0.14,,0.0,,0.0,,19.12,,,,,,4.09,,0.24,,,,,,,,,,0.0,,4.32,,,,,,130.51,,0.0,,,,0.0,,0.0,,,,2.16,,,,4.47,,2.1590000000000003,,,,209.19,0,88,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,2.5
F003633,8476,Recipe,"Duck, lean flesh, skin & fat, baked, no added fat","Flesh, skin and fat from all portions of the duck. Baked with no added fat.",Anas Anatidae,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18302,2114,2114,30.5,17.3,2.76,49.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,103.0,,0.16899999999999998,1056.41,0.2,1.21,,10,0.0,,,,101,163,20.1,62,139.0,,1.46,60,0.0,0,0.0,0,60,,,,0.146,0.134,2.68,3.706,6.3900000000000015,1.05,0.05,2.7,0.5,0,0,0,0,0,0.7,0,1.2,0,6.68,0.3,,,,,,,,0.28,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.37,,0.0,,10.73,,0.14,,3.79,,,,0.04,,,,0.0,,,,0.0,,15.08,,,,0.0,,,,1.53,,,,23.78,,0.18,,0.0,,0.0,,25.49,,,,,,5.45,,0.32,,,,,,,,,,0.0,,5.76,,,,,,174.01,,0.0,,,,0.0,,0.0,,,,2.88,,,,5.96,,2.8789999999999996,,,,278.92,0,118,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,2.5
F007570,8496,Analysed,"Quail, lean flesh & skin, raw",Uncooked flesh and skin from a quail.,Coturnix japonica,"The majority of nutrient data were derived from a composite of 42 whole quails (18x Game farm, 6 x Galston (NSW); 6 x Mahogany creek, 6 x Strappazzoni, 6 x Cinellos (NSW) and 6 x Gawler River (SA)) purchased in Adelaide in 1996. Tryptophan was borrowed from USDA SR28, 05157 - Quail, meat and skin, raw. Retinol and carotenes were estimated from Quail, lean flesh & skin, baked, no added fat. Vitamin D was imputed from chicken based on the proportions of flesh, skin & fat. Folate, iodine and trans fat were imputed from chicken drumstick. Proximates (alcohol, sugars, starch, fibre), folic acid, vitamin C and caffeine were imputed zero.",18303,722,722,69.8,18.5,2.96,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,50.0,,0.1,0.0,0.3,1.3,,24,0.0,,,,210,500,15.0,45,,,0.74,20,0.0,0,,0,20,,,,0.1,0.51,6.6,4.607,11.21,1.5,0.68,,1.2,0,0,0,0,0,0.6,0,1.2,0,8.7,0.8,,,,,,,,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,0.01,,,1.0,0.1,0.3,0.03,22.7,2.36,0.0,0.0,7.6,0.79,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,31.7,3.3,,,0.3,0.03,,,5.8,0.6,,,37.2,3.87,0.2,0.02,0.0,0.0,0.0,0.0,43.5,4.52,,,,,21.5,2.24,1.6,0.17,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.1,10.4,,,1.0,103.95,0.0,0.0,,,0.2,20.79,0.0,0.0,,,0.3,31.18,,,24.7,2.57,0.3,31.185,,,0.6,62.37,0,99,92.0,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,4.0
F007569,8497,Analysed,"Quail, lean flesh & skin, baked, no added fat",Flesh and skin portion of a quail. Baked with no added fat.,Coturnix japonica,"The majority of nutrient data were derived from a composite of 42 whole quails (18x Game farm, 6 x Galston (NSW); 6 x Mahogany creek, 6 x Strappazzoni, 6 x Cinellos (NSW) and 6 x Gawler River (SA)) purchased in Adelaide in 1996. Tryptophan was borrowed from USDA SR28, 05157 - Quail, meat and skin, raw. Folate, iodine and trans fat were imputed from chicken drumstick. Vitamin D was imputed from chicken based on the proportions of flesh, skin & fat. Proximates (alcohol, sugars, starch, fibre), folic acid, vitamin C and caffeine were imputed zero.",18303,826,826,61.4,27.7,4.43,9.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,16,,60.0,,0.14,0.0,2.1,1.8,,31,0.0,,,,280,370,23.0,58,,,1.3,20,0.0,0,,0,20,,,,0.09,0.62,7.4,6.902,14.31,1.1,0.58,,1.8,20,0,20,20,0,1.3,0,1.1,0,6.8,0.4,,,,,,,,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,0.01,,,1.0,0.09,0.3,0.03,22.7,2.06,0.0,0.0,7.6,0.69,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,31.7,2.88,,,0.3,0.03,,,5.8,0.53,,,37.2,3.38,0.2,0.02,0.0,0.0,0.0,0.0,43.5,3.95,,,,,21.5,1.95,1.6,0.14,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.1,9.07,,,1.0,90.72,0.0,0.0,,,0.2,18.14,0.0,0.0,,,0.3,27.22,,,24.7,2.24,0.3,27.215999999999998,,,0.6,54.43,0,130,92.0,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,4.0
F003776,8498,Analysed,"Emu, fan fillet, raw",Uncooked meat from emu thigh.,Dromaius novaehollandiae,"The majority of nutrient data were derived from 10 individual samples of emu fan fillet provided by 2 suppliers in QLD & VIC (Beilken et al., 2007). Starch, vitamins and remaining minerals were derived from analysis of a single purchase of Galston Game Farm emu meat in Sydney in 2005 (Arcot, 2005). Vitamins (B1, B2, B3, B6, B12, alpha-tocopherol, beta-carotene), Se and tryptophan were borrowed from USDA SR28, 05623 - Emu, fan fillet, raw. Iodine and trans fat were imputed from chicken breast. Vitamin D was imputed from chicken. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",18303,486,486,74.3,24.7,3.95,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,4,,,,0.0,,0.0,3.6,,27,0.0,,,,236,347,32.5,43,,,0.3,0,,0,,0,0,,,,0.12,0.01,7.4,2.7880000000000003,10.18,,0.63,,6.7,40,0,40,40,0,0.2,0,0.7,0,3.7,0.2,,,,,,,,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.4,0.01,0.0,0.0,23.3,0.4,0.2,0.0,13.8,0.24,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,37.7,0.64,,,0.0,0.0,,,3.6,0.06,0.0,0.0,35.9,0.61,0.2,0.0,0.0,0.0,0.0,0.0,39.7,0.68,,,,,14.7,0.25,0.3,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.4,91.85,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1,,,0.2,3.4,,,20.9,0.36,0.5,8.505,,,0.5,8.0,0,50,41.0,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,4.5
F003779,8499,Analysed,"Emu, steak, raw",Uncooked meat from an unspecified portion of an emu.,Dromaius novaehollandiae,"The majority of nutrient data were derived from 10 individual samples of mixed emu steak provided by 2 suppliers in QLD & VIC (Beilken et al., 2007). Starch, vitamins and remaining minerals were derived from 1 sample of Galston Game Farm emu meat purchased in Sydney in 2005 (Arcot, 2005). Vitamins (B1, B2, B3, B6, B12, alpha-tocopherol, beta-carotene), Se and tryptophan were borrowed from USDA SR28, 05626 - Emu, full rump, raw. Iodine and trans fat were imputed from chicken breast. Vitamin D was imputed from chicken. Proximates (fibre, alcohol), folic acid and caffeine were imputed zero.",18303,504,504,73.4,25.5,4.08,1.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,5,,,,0.0,,0.0,4.3,,28,0.0,,,,246,347,32.5,54,,,0.3,0,,0,,0,0,,,,0.12,0.01,7.5,2.873,10.37,,0.64,,2.2,40,0,40,40,0,0.2,0,0.7,0,3.7,0.2,,,,,,,,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.4,0.01,0.2,0.0,21.0,0.38,0.2,0.0,14.3,0.26,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,36.1,0.65,,,0.0,0.0,,,3.7,0.07,0.0,0.0,35.7,0.64,0.2,0.0,0.0,0.0,0.0,0.0,39.6,0.71,,,,,15.0,0.27,0.3,0.0,,,0.0,0.0,,,,,0.2,3.59,0.0,0.0,0.0,0.0,,,6.9,123.89,0.0,0.0,0.0,0.0,0.2,3.59,0.4,7.18,,,0.2,3.59,,,23.2,0.42,0.6,10.773,,,0.5,8.44,0,54,41.0,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,4.5
F003778,8500,Recipe,"Emu, fried, no added fat","Flesh from an emu, cooked with no added fat.",Dromaius novaehollandiae,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18303,660,660,65.1,33.5,5.36,2.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.0,,0.0,4.74,,27,0.0,,,,257,370,43.3,52,,,0.4,0,,0,,0,0,,,,0.11199999999999999,0.012,7.95,3.7569999999999997,11.71,,0.68,,4.3,32,0,32,32,0,0.2,0,0.8,0,4.44,0.2,,,,,,,,0.24,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.01,,0.0,,0.52,,0.0,,0.33,,,,0.0,,,,0.0,,,,0.0,,0.86,,,,0.0,,,,0.08,,0.0,,0.84,,0.0,,0.0,,0.0,,0.92,,,,,,0.35,,0.01,,,,0.0,,,,,,2.39,,0.0,,0.0,,,,143.83,,0.0,,0.0,,2.39,,8.19,,,,4.66,,,,0.52,,12.852,,,,10.96,0,69,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,4.5
F006282,8501,Analysed,"Ostrich, fan fillet, raw",Uncooked meat from ostrich thigh.,Struthio camelus,"The majority of nutrient data were derived from 13 individual samples of ostrich fan fillet provided by 2 suppliers in VIC (Beilken et al., 2007). Vitamins (B1, B2, B3, B6, B12, C, alpha-tocopherol, beta-carotene, folate), minerals (K, Se, Zn) and tryptophan were borrowed from USDA SR28, 05643 - Ostrich, fan, raw. Iodine and trans fat were imputed from chicken breast. Vitamin D was based on pooled data for other meats analysed in 2015/16. Proximates (alcohol, fibre, starch), folic acid and caffeine were imputed zero.",18303,424,424,76.4,23.4,3.74,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,3,,,,,,0.0,2.3,,26,,,,,228,308,34.9,53,,,3.71,0,,0,,0,0,,,,0.196,0.28800000000000003,4.72,3.5360000000000005,8.26,,0.51,,5.0,8,0,8,8,0,0.2,0,0.5,0,2.7,0.2,,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.5,0.0,0.2,0.0,19.0,0.13,0.2,0.0,12.6,0.08,,,0.0,0.0,,,0.3,0.0,,,0.0,0.0,32.8,0.22,,,0.4,0.0,,,7.0,0.05,0.3,0.0,29.2,0.19,0.3,0.0,0.0,0.0,0.0,0.0,37.2,0.25,,,,,14.4,0.1,1.2,0.01,,,0.0,0.0,,,,,0.2,1.32,0.0,0.0,0.7,4.63,,,9.3,61.52,1.2,7.94,0.0,0.0,0.9,5.95,1.4,9.26,,,0.6,3.97,,,29.9,0.2,3.2,21.168000000000003,,,0.5,3.11,0,54,56.0,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,4.0
F006283,8502,Analysed,"Ostrich, moon steak, raw",Uncooked meat from ostrich outer thigh muscle.,Struthio camelus,"The majority of nutrient data were derived from individual analysis of 9 samples of ostrich moon steak provided by 2 suppliers in VIC (Beilken et al., 2007). Vitamins (alpha-tocopherol, beta-carotene, B1, B2, B3, B6, B12, folate, C, retinol), minerals (K, Se, Zn) and tryptophan were borrowed from USDA SR28, 05653 - Ostrich, round, raw. Iodine and trans fat were imputed from chicken breast. Vitamin D was based on pooled data for other meats analysed in 2015/16. Proximates (alcohol, fibre, starch), folic acid and caffeine were imputed zero.",18303,455,455,76.0,23.7,3.79,1.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,3,,,,,,0.0,2.8,,26,,,,,229,315,35.8,52,,,3.8,0,,0,,0,0,,,,0.198,0.29,4.76,3.5869999999999997,8.35,,0.52,,5.0,8,0,8,8,0,0.2,0,0.5,0,2.7,0.2,,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.7,0.01,0.3,0.0,22.7,0.3,0.2,0.0,10.9,0.14,,,0.0,0.0,,,0.2,0.0,,,0.0,0.0,35.0,0.46,,,0.4,0.0,,,8.0,0.11,0.2,0.0,30.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,39.4,0.52,,,,,14.2,0.19,1.5,0.02,,,0.0,0.0,,,,,0.2,2.65,0.0,0.0,0.5,6.62,,,6.1,80.7,0.9,11.91,0.0,0.0,0.6,7.94,0.9,11.91,,,0.4,5.29,,,25.3,0.34,2.2,29.105999999999998,,,0.5,6.22,0,53,56.0,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,4.0
F006698,8503,Analysed,"Pigeon (squab), whole, raw","Uncooked meat from whole pigeon carcase, offal and bone removed.",Columba spp.,"The majority of nutrient data were derived from 20 individual samples of whole squab provided by 2 suppliers in NSW and QLD (Beilken et al., 2007). Vitamins (B1, B2, B3, B6, B12, C, folate, retinol), minerals (K, Se, Zn) and tryptophan were borrowed from USDA SR28, 05160 - Squab, (pigeon), meat and skin, raw. Alpha-tocopherol, beta-carotene, I and trans fat were imputed from turkey. Vitamin D was estimated from chicken based on the proportions of flesh, skin & fat. Alcohol, caffeine and folic acid were imputed zero.",18303,1219,1219,59.4,16.2,2.59,25.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,13,,,,,,1.3,2.4,,18,,,,,161,199,13.3,68,,,2.2,73,,0,,0,73,,,,0.212,0.22399999999999998,6.05,3.0940000000000003,9.15,,0.41,,0.4,6,0,6,6,5,0.6,0,1.2,0,8.7,0.3,,,,,,,,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.6,0.14,0.0,0.0,22.5,5.42,0.1,0.02,5.2,1.25,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,28.4,6.84,,,0.3,0.07,,,11.7,2.82,0.0,0.0,46.5,11.2,0.2,0.05,0.0,0.0,0.2,0.05,58.9,14.19,,,,,11.8,2.84,0.4,0.1,,,0.0,0.0,,,,,0.2,48.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,12.4,2.99,0.0,0.0,,,0.5,113.26,0,84,70.0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2,3.5
F003301,8100,Analysed,"Crocodile, tail fillet, raw",Uncooked meat from the tail of a crocodile.,Crocodylus spp.,"The majority of nutrient data were derived from 10 individual samples of crocodile tail fillet provided by 2 suppliers in QLD and NT (Beilken et al 2007). Vitamins (alpha-tocopherol, beta-carotene, B1, B2, B3, B6, B12, C, retinol), minerals (Zn, K, Se), tryptophan and trans fat were imputed from turkey breast. Iodine was imputed from chicken breast. Folate was borrowed from USDA SR28, 17178 - Ostrich, fan, raw. Vitamin D was based on pooled data for other meats analysed in 2015/16. Proximates (fibre, starch, alcohol), folic acid and caffeine were imputed zero.",34101,442,442,76.2,22.5,3.6,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,,,0.0,0.0,,22,,,,,195,370,11.0,51,,,1.3,21,,0,,0,21,,,,0.07,0.05,7.9,4.828,12.74,,0.29,,0.6,8,0,8,8,0,0.2,0,0.5,0,2.7,0.3,,,,,,,,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.5,0.01,0.1,0.0,22.4,0.33,0.2,0.0,8.8,0.13,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,32.0,0.47,,,0.0,0.0,,,4.7,0.07,1.7,0.02,36.7,0.54,0.4,0.01,0.0,0.0,0.0,0.0,43.5,0.64,,,,,13.8,0.2,0.7,0.01,,,0.0,0.0,,,,,0.2,2.93,0.0,0.0,0.4,5.86,,,5.0,73.28,0.3,4.4,0.0,0.0,1.3,19.05,0.8,11.72,,,1.8,26.38,,,24.3,0.36,2.9,42.503,,,0.5,6.89,0,72,79.0,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F003299,8101,Analysed,"Crocodile, back leg, raw",Uncooked meat from the back leg of a crocodile.,Crocodylus spp.,"The majority of nutrient data were derived from 10 individual samples of crocodile back leg provided by 2 suppliers in QLD and NT (Beilken et al., 2007). Folate was borrowed from USDA SR28, 17178 - Ostrich, fan, raw. Vitamins (B1, B2, B3, B6, B12, C, alpha-tocopherol, beta-carotene, retinol), minerals (Zn, K, Se), tryptophan and trans fat were imputed from turkey breast. Iodine was imputed from chicken breast. Vitamin D was based on pooled data for other meats analysed in 2015/16. Proximates (alcohol, fibre, starch), folic acid and caffeine were imputed zero.",34101,455,455,76.1,22.0,3.52,2.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,,,0.0,0.3,,20,,,,,182,370,11.0,70,,,1.3,21,,0,,0,21,,,,0.07,0.05,7.9,4.726,12.63,,0.56,,0.6,8,0,8,8,0,0.2,0,0.5,0,2.7,0.3,,,,,,,,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.5,0.01,0.0,0.0,20.8,0.42,0.0,0.0,10.6,0.21,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,31.9,0.64,,,0.1,0.0,,,4.2,0.08,2.0,0.04,34.0,0.68,0.6,0.01,0.0,0.0,0.0,0.0,40.9,0.82,,,,,12.4,0.25,0.5,0.01,,,0.0,0.0,,,,,0.3,6.05,0.0,0.0,0.4,8.06,,,6.7,135.02,0.4,8.06,0.0,0.0,1.7,34.26,1.3,26.2,,,3.4,68.52,,,27.1,0.55,5.1,102.77600000000001,,,0.5,9.47,0,68,79.0,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
